//V	Name	X	Y	st	e	l	Demand
Arc	15	16	5.0	5.0	5.0
Arc	15	17	5.39	5.39	5.39
Arc	15	18	7.07	7.07	7.07
Arc	15	19	5.0	5.0	5.0
Arc	15	60	76.49	76.49	76.49
Arc	15	61	58.31	58.31	58.31
Arc	15	62	54.08	54.08	54.08
Arc	15	63	50.0	50.0	50.0
Arc	15	20	31.62	31.62	31.62
Arc	15	64	57.31	57.31	57.31
Arc	15	21	29.73	29.73	29.73
Arc	15	65	48.83	48.83	48.83
Arc	15	22	29.12	29.12	29.12
Arc	15	66	52.48	52.48	52.48
Arc	15	23	26.25	26.25	26.25
Arc	15	67	48.26	48.26	48.26
Arc	15	24	30.41	30.41	30.41
Arc	15	68	55.9	55.9	55.9
Arc	15	25	28.44	28.44	28.44
Arc	15	69	51.48	51.48	51.48
Arc	15	26	25.5	25.5	25.5
Arc	15	27	28.16	28.16	28.16
Arc	15	28	25.18	25.18	25.18
Arc	15	29	30.0	30.0	30.0
Arc	15	70	90.14	90.14	90.14
Arc	15	71	87.46	87.46	87.46
Arc	15	72	59.91	59.91	59.91
Arc	15	73	87.66	87.66	87.66
Arc	15	30	25.0	25.0	25.0
Arc	15	74	55.8	55.8	55.8
Arc	15	31	46.1	46.1	46.1
Arc	15	75	29.15	29.15	29.15
Arc	15	32	41.23	41.23	41.23
Arc	15	76	83.22	83.22	83.22
Arc	15	33	41.76	41.76	41.76
Arc	15	77	84.4	84.4	84.4
Arc	15	34	37.0	37.0	37.0
Arc	15	78	81.54	81.54	81.54
Arc	15	35	47.43	47.43	47.43
Arc	15	79	83.6	83.6	83.6
Arc	15	36	38.08	38.08	38.08
Arc	15	37	43.86	43.86	43.86
Arc	15	38	44.72	44.72	44.72
Arc	15	39	40.31	40.31	40.31
Arc	15	100	35.36	35.36	35.36
Arc	15	80	85.15	85.15	85.15
Arc	15	81	79.06	79.06	79.06
Arc	15	82	60.42	60.42	60.42
Arc	15	83	57.7	57.7	57.7
Arc	15	40	52.2	52.2	52.2
Arc	15	84	54.63	54.63	54.63
Arc	15	41	50.29	50.29	50.29
Arc	15	85	52.0	52.0	52.0
Arc	15	42	49.73	49.73	49.73
Arc	15	86	52.35	52.35	52.35
Arc	15	43	46.84	46.84	46.84
Arc	15	87	51.48	51.48	51.48
Arc	16	44	56.29	56.29	56.29
Arc	16	88	51.48	51.48	51.48
Arc	16	45	55.9	55.9	55.9
Arc	16	89	50.77	50.77	50.77
Arc	16	46	53.94	53.94	53.94
Arc	16	47	50.99	50.99	50.99
Arc	16	48	55.58	55.58	55.58
Arc	16	49	50.64	50.64	50.64
Arc	16	90	50.0	50.0	50.0
Arc	16	91	47.17	47.17	47.17
Arc	16	92	47.0	47.0	47.0
Arc	16	93	45.0	45.0	45.0
Arc	16	50	53.34	53.34	53.34
Arc	16	94	45.1	45.1	45.1
Arc	16	51	55.23	55.23	55.23
Arc	16	95	42.3	42.3	42.3
Arc	16	52	50.25	50.25	50.25
Arc	16	96	40.31	40.31	40.31
Arc	16	53	83.52	83.52	83.52
Arc	16	97	40.0	40.0	40.0
Arc	16	54	78.16	78.16	78.16
Arc	16	98	39.29	39.29	39.29
Arc	16	55	73.38	73.38	73.38
Arc	16	99	35.36	35.36	35.36
Arc	16	56	82.46	82.46	82.46
Arc	16	57	72.8	72.8	72.8
Arc	16	58	82.0	82.0	82.0
Arc	16	59	72.28	72.28	72.28
Arc	16	17	10.2	10.2	10.2
Arc	16	18	11.18	11.18	11.18
Arc	16	19	7.07	7.07	7.07
Arc	16	60	81.39	81.39	81.39
Arc	16	61	62.65	62.65	62.65
Arc	16	62	58.31	58.31	58.31
Arc	16	63	54.08	54.08	54.08
Arc	16	20	36.4	36.4	36.4
Arc	16	64	61.72	61.72	61.72
Arc	16	21	34.48	34.48	34.48
Arc	16	65	53.0	53.0	53.0
Arc	16	22	33.96	33.96	33.96
Arc	16	66	56.82	56.82	56.82
Arc	16	23	31.05	31.05	31.05
Arc	16	67	52.48	52.48	52.48
Arc	16	24	35.36	35.36	35.36
Arc	16	68	60.42	60.42	60.42
Arc	16	25	33.38	33.38	33.38
Arc	16	69	55.9	55.9	55.9
Arc	16	26	30.41	30.41	30.41
Arc	16	27	33.14	33.14	33.14
Arc	16	28	30.15	30.15	30.15
Arc	16	29	35.0	35.0	35.0
Arc	16	70	93.01	93.01	93.01
Arc	16	71	90.14	90.14	90.14
Arc	16	72	64.14	64.14	64.14
Arc	16	73	90.6	90.6	90.6
Arc	16	30	30.0	30.0	30.0
Arc	16	74	59.91	59.91	59.91
Arc	16	31	50.99	50.99	50.99
Arc	16	75	32.02	32.02	32.02
Arc	16	32	46.1	46.1	46.1
Arc	16	76	86.02	86.02	86.02
Arc	16	33	46.57	46.57	46.57
Arc	16	77	87.46	87.46	87.46
Arc	16	34	41.76	41.76	41.76
Arc	16	78	84.4	84.4	84.4
Arc	16	35	52.2	52.2	52.2
Arc	16	79	86.68	86.68	86.68
Arc	16	36	42.72	42.72	42.72
Arc	16	37	48.47	48.47	48.47
Arc	16	38	49.24	49.24	49.24
Arc	16	39	44.72	44.72	44.72
Arc	16	100	35.0	35.0	35.0
Arc	16	80	88.46	88.46	88.46
Arc	16	81	82.01	82.01	82.01
Arc	16	82	62.65	62.65	62.65
Arc	16	83	60.03	60.03	60.03
Arc	16	40	57.01	57.01	57.01
Arc	16	84	56.82	56.82	56.82
Arc	16	41	55.08	55.08	55.08
Arc	16	85	54.12	54.12	54.12
Arc	16	42	54.57	54.57	54.57
Arc	16	86	54.92	54.92	54.92
Arc	16	43	51.66	51.66	51.66
Arc	16	87	54.08	54.08	54.08
Arc	17	44	47.13	47.13	47.13
Arc	17	88	49.34	49.34	49.34
Arc	17	45	46.57	46.57	46.57
Arc	17	89	48.1	48.1	48.1
Arc	17	46	44.64	44.64	44.64
Arc	17	47	41.76	41.76	41.76
Arc	17	48	46.1	46.1	46.1
Arc	17	49	41.23	41.23	41.23
Arc	17	90	46.52	46.52	46.52
Arc	17	91	44.6	44.6	44.6
Arc	17	92	50.01	50.01	50.01
Arc	17	93	48.05	48.05	48.05
Arc	17	50	43.74	43.74	43.74
Arc	17	94	47.52	47.52	47.52
Arc	17	51	45.54	45.54	45.54
Arc	17	95	44.28	44.28	44.28
Arc	17	52	40.61	40.61	40.61
Arc	17	96	42.3	42.3	42.3
Arc	17	53	74.67	74.67	74.67
Arc	17	97	43.17	43.17	43.17
Arc	17	54	69.29	69.29	69.29
Arc	17	98	40.0	40.0	40.0
Arc	17	55	64.62	64.62	64.62
Arc	17	99	37.34	37.34	37.34
Arc	17	56	73.38	73.38	73.38
Arc	17	57	63.91	63.91	63.91
Arc	17	58	72.8	72.8	72.8
Arc	17	59	63.25	63.25	63.25
Arc	17	18	3.0	3.0	3.0
Arc	17	19	5.83	5.83	5.83
Arc	17	60	72.03	72.03	72.03
Arc	17	61	55.22	55.22	55.22
Arc	17	62	51.22	51.22	51.22
Arc	17	63	47.42	47.42	47.42
Arc	17	20	27.73	27.73	27.73
Arc	17	64	54.08	54.08	54.08
Arc	17	21	25.94	25.94	25.94
Arc	17	65	46.1	46.1	46.1
Arc	17	22	25.08	25.08	25.08
Arc	17	66	49.41	49.41	49.41
Arc	17	23	22.36	22.36	22.36
Arc	17	67	45.45	45.45	45.45
Arc	17	24	25.96	25.96	25.96
Arc	17	68	52.48	52.48	52.48
Arc	17	25	24.04	24.04	24.04
Arc	17	69	48.26	48.26	48.26
Arc	17	26	21.19	21.19	21.19
Arc	17	27	23.54	23.54	23.54
Arc	17	28	20.62	20.62	20.62
Arc	17	29	25.08	25.08	25.08
Arc	17	70	89.19	89.19	89.19
Arc	17	71	86.77	86.77	86.77
Arc	17	72	57.01	57.01	57.01
Arc	17	73	86.61	86.61	86.61
Arc	17	30	20.1	20.1	20.1
Arc	17	74	53.15	53.15	53.15
Arc	17	31	40.79	40.79	40.79
Arc	17	75	28.79	28.79	28.79
Arc	17	32	35.9	35.9	35.9
Arc	17	76	82.37	82.37	82.37
Arc	17	33	36.4	36.4	36.4
Arc	17	77	83.22	83.22	83.22
Arc	17	34	31.62	31.62	31.62
Arc	17	78	80.62	80.62	80.62
Arc	17	35	42.06	42.06	42.06
Arc	17	79	82.38	82.38	82.38
Arc	17	36	32.7	32.7	32.7
Arc	17	37	38.48	38.48	38.48
Arc	17	38	39.36	39.36	39.36
Arc	17	39	34.99	34.99	34.99
Arc	17	100	38.33	38.33	38.33
Arc	17	80	83.6	83.6	83.6
Arc	17	81	78.03	78.03	78.03
Arc	17	82	60.41	60.41	60.41
Arc	17	83	57.58	57.58	57.58
Arc	17	40	48.1	48.1	48.1
Arc	17	84	54.71	54.71	54.71
Arc	17	41	46.24	46.24	46.24
Arc	17	85	52.2	52.2	52.2
Arc	17	42	45.54	45.54	45.54
Arc	17	86	52.0	52.0	52.0
Arc	17	43	42.72	42.72	42.72
Arc	17	87	51.08	51.08	51.08
Arc	18	44	48.1	48.1	48.1
Arc	18	88	52.2	52.2	52.2
Arc	18	45	47.43	47.43	47.43
Arc	18	89	50.92	50.92	50.92
Arc	18	46	45.54	45.54	45.54
Arc	18	47	42.72	42.72	42.72
Arc	18	48	46.84	46.84	46.84
Arc	18	49	42.06	42.06	42.06
Arc	18	90	49.24	49.24	49.24
Arc	18	91	47.43	47.43	47.43
Arc	18	92	52.95	52.95	52.95
Arc	18	93	50.99	50.99	50.99
Arc	18	50	44.38	44.38	44.38
Arc	18	94	50.49	50.49	50.49
Arc	18	51	46.1	46.1	46.1
Arc	18	95	47.27	47.27	47.27
Arc	18	52	41.23	41.23	41.23
Arc	18	96	45.28	45.28	45.28
Arc	18	53	75.77	75.77	75.77
Arc	18	97	46.1	46.1	46.1
Arc	18	54	70.38	70.38	70.38
Arc	18	98	43.0	43.0	43.0
Arc	18	55	65.8	65.8	65.8
Arc	18	99	40.31	40.31	40.31
Arc	18	56	74.33	74.33	74.33
Arc	18	57	65.0	65.0	65.0
Arc	18	58	73.68	73.68	73.68
Arc	18	59	64.26	64.26	64.26
Arc	18	19	5.0	5.0	5.0
Arc	18	60	72.8	72.8	72.8
Arc	18	61	57.01	57.01	57.01
Arc	18	62	53.15	53.15	53.15
Arc	18	63	49.5	49.5	49.5
Arc	18	20	29.15	29.15	29.15
Arc	18	64	55.8	55.8	55.8
Arc	18	21	27.46	27.46	27.46
Arc	18	65	48.1	48.1	48.1
Arc	18	22	26.42	26.42	26.42
Arc	18	66	51.22	51.22	51.22
Arc	18	23	23.85	23.85	23.85
Arc	18	67	47.42	47.42	47.42
Arc	18	24	26.93	26.93	26.93
Arc	18	68	54.08	54.08	54.08
Arc	18	25	25.08	25.08	25.08
Arc	18	69	50.0	50.0	50.0
Arc	18	26	22.36	22.36	22.36
Arc	18	27	24.35	24.35	24.35
Arc	18	28	21.54	21.54	21.54
Arc	18	29	25.5	25.5	25.5
Arc	18	70	91.79	91.79	91.79
Arc	18	71	89.44	89.44	89.44
Arc	18	72	58.9	58.9	58.9
Arc	18	73	89.19	89.19	89.19
Arc	18	30	20.62	20.62	20.62
Arc	18	74	55.17	55.17	55.17
Arc	18	31	40.31	40.31	40.31
Arc	18	75	31.62	31.62	31.62
Arc	18	32	35.36	35.36	35.36
Arc	18	76	85.0	85.0	85.0
Arc	18	33	35.69	35.69	35.69
Arc	18	77	85.76	85.76	85.76
Arc	18	34	30.81	30.81	30.81
Arc	18	78	83.24	83.24	83.24
Arc	18	35	41.23	41.23	41.23
Arc	18	79	84.91	84.91	84.91
Arc	18	36	31.62	31.62	31.62
Arc	18	37	37.34	37.34	37.34
Arc	18	38	38.08	38.08	38.08
Arc	18	39	33.54	33.54	33.54
Arc	18	100	41.23	41.23	41.23
Arc	18	80	86.02	86.02	86.02
Arc	18	81	80.62	80.62	80.62
Arc	18	82	63.25	63.25	63.25
Arc	18	83	60.41	60.41	60.41
Arc	18	40	49.24	49.24	49.24
Arc	18	84	57.57	57.57	57.57
Arc	18	41	47.42	47.42	47.42
Arc	18	85	55.08	55.08	55.08
Arc	18	42	46.62	46.62	46.62
Arc	18	86	54.78	54.78	54.78
Arc	18	43	43.86	43.86	43.86
Arc	18	87	53.85	53.85	53.85
Arc	19	44	52.81	52.81	52.81
Arc	19	88	53.85	53.85	53.85
Arc	19	45	52.2	52.2	52.2
Arc	19	89	52.8	52.8	52.8
Arc	19	46	50.29	50.29	50.29
Arc	19	47	47.43	47.43	47.43
Arc	19	48	51.66	51.66	51.66
Arc	19	49	46.84	46.84	46.84
Arc	19	90	51.48	51.48	51.48
Arc	19	91	49.24	49.24	49.24
Arc	19	92	52.24	52.24	52.24
Arc	19	93	50.25	50.25	50.25
Arc	19	50	49.24	49.24	49.24
Arc	19	94	50.04	50.04	50.04
Arc	19	51	50.99	50.99	50.99
Arc	19	95	47.0	47.0	47.0
Arc	19	52	46.1	46.1	46.1
Arc	19	96	45.0	45.0	45.0
Arc	19	53	80.41	80.41	80.41
Arc	19	97	45.28	45.28	45.28
Arc	19	54	75.03	75.03	75.03
Arc	19	98	43.29	43.29	43.29
Arc	19	55	70.38	70.38	70.38
Arc	19	99	40.0	40.0	40.0
Arc	19	56	79.06	79.06	79.06
Arc	19	57	69.64	69.64	69.64
Arc	19	58	78.45	78.45	78.45
Arc	19	59	68.95	68.95	68.95
Arc	19	60	77.62	77.62	77.62
Arc	19	61	61.03	61.03	61.03
Arc	19	62	57.01	57.01	57.01
Arc	19	63	53.15	53.15	53.15
Arc	19	20	33.54	33.54	33.54
Arc	19	64	59.91	59.91	59.91
Arc	19	21	31.76	31.76	31.76
Arc	19	65	51.86	51.86	51.86
Arc	19	22	30.87	30.87	30.87
Arc	19	66	55.22	55.22	55.22
Arc	19	23	28.18	28.18	28.18
Arc	19	67	51.22	51.22	51.22
Arc	19	24	31.62	31.62	31.62
Arc	19	68	58.31	58.31	58.31
Arc	19	25	29.73	29.73	29.73
Arc	19	69	54.08	54.08	54.08
Arc	19	26	26.93	26.93	26.93
Arc	19	27	29.12	29.12	29.12
Arc	19	28	26.25	26.25	26.25
Arc	19	29	30.41	30.41	30.41
Arc	19	70	94.34	94.34	94.34
Arc	19	71	91.79	91.79	91.79
Arc	19	72	62.8	62.8	62.8
Arc	19	73	91.81	91.81	91.81
Arc	19	30	25.5	25.5	25.5
Arc	19	74	58.9	58.9	58.9
Arc	19	31	45.28	45.28	45.28
Arc	19	75	33.54	33.54	33.54
Arc	19	32	40.31	40.31	40.31
Arc	19	76	87.46	87.46	87.46
Arc	19	33	40.61	40.61	40.61
Arc	19	77	88.48	88.48	88.48
Arc	19	34	35.69	35.69	35.69
Arc	19	78	85.76	85.76	85.76
Arc	19	35	46.1	46.1	46.1
Arc	19	79	87.66	87.66	87.66
Arc	19	36	36.4	36.4	36.4
Arc	19	37	42.06	42.06	42.06
Arc	19	38	42.72	42.72	42.72
Arc	19	39	38.08	38.08	38.08
Arc	19	100	40.31	40.31	40.31
Arc	19	80	89.02	89.02	89.02
Arc	19	81	83.22	83.22	83.22
Arc	19	82	65.0	65.0	65.0
Arc	19	83	62.24	62.24	62.24
Arc	19	40	53.85	53.85	53.85
Arc	19	84	59.24	59.24	59.24
Arc	19	41	52.0	52.0	52.0
Arc	19	85	56.65	56.65	56.65
Arc	19	42	51.26	51.26	51.26
Arc	19	86	56.8	56.8	56.8
Arc	19	43	48.47	48.47	48.47
Arc	19	87	55.9	55.9	55.9
Arc	0	88	26.93	26.93	26.93
Arc	0	89	24.35	24.35	24.35
Arc	0	90	20.62	20.62	20.62
Arc	0	91	22.36	22.36	22.36
Arc	0	92	44.2	44.2	44.2
Arc	0	93	43.01	43.01	43.01
Arc	0	94	40.61	40.61	40.61
Arc	0	95	37.2	37.2	37.2
Arc	0	96	36.06	36.06	36.06
Arc	0	97	40.31	40.31	40.31
Arc	0	10	16.76	16.76	16.76
Arc	0	98	30.81	30.81	30.81
Arc	0	11	19.65	19.65	19.65
Arc	0	99	33.54	33.54	33.54
Arc	0	12	38.08	38.08	38.08
Arc	0	13	30.81	30.81	30.81
Arc	0	14	39.36	39.36	39.36
Arc	0	15	36.06	36.06	36.06
Arc	0	16	40.31	40.31	40.31
Arc	0	17	33.3	33.3	33.3
Arc	0	18	35.36	35.36	35.36
Arc	0	19	39.05	39.05	39.05
Arc	0	1	18.68	18.68	18.68
Arc	0	2	20.62	20.62	20.62
Arc	0	3	16.12	16.12	16.12
Arc	0	4	18.11	18.11	18.11
Arc	0	5	15.13	15.13	15.13
Arc	0	6	19.0	19.0	19.0
Arc	0	7	16.0	16.0	16.0
Arc	0	8	18.11	18.11	18.11
Arc	0	9	20.1	20.1	20.1
Arc	0	20	10.0	10.0	10.0
Arc	0	21	10.2	10.2	10.2
Arc	0	22	12.17	12.17	12.17
Arc	0	23	13.0	13.0	13.0
Arc	0	24	15.0	15.0	15.0
Arc	0	25	15.13	15.13	15.13
Arc	0	26	15.81	15.81	15.81
Arc	0	27	17.12	17.12	17.12
Arc	0	28	17.72	17.72	17.72
Arc	0	29	20.0	20.0	20.0
Arc	0	30	20.62	20.62	20.62
Arc	0	31	33.54	33.54	33.54
Arc	0	32	31.62	31.62	31.62
Arc	0	33	33.53	33.53	33.53
Arc	0	34	32.39	32.39	32.39
Arc	0	35	38.08	38.08	38.08
Arc	0	36	35.36	35.36	35.36
Arc	0	37	39.29	39.29	39.29
Arc	0	38	41.23	41.23	41.23
Arc	0	39	40.31	40.31	40.31
Arc	0	40	20.62	20.62	20.62
Arc	0	41	18.68	18.68	18.68
Arc	0	42	19.31	19.31	19.31
Arc	0	43	16.55	16.55	16.55
Arc	0	44	21.54	21.54	21.54
Arc	0	45	22.36	22.36	22.36
Arc	0	46	20.59	20.59	20.59
Arc	0	47	18.03	18.03	18.03
Arc	0	48	23.32	23.32	23.32
Arc	0	49	19.21	19.21	19.21
Arc	0	50	22.8	22.8	22.8
Arc	0	51	25.0	25.0	25.0
Arc	0	52	21.21	21.21	21.21
Arc	0	53	45.18	45.18	45.18
Arc	0	54	40.05	40.05	40.05
Arc	0	55	35.06	35.06	35.06
Arc	0	56	45.0	45.0	45.0
Arc	0	57	35.0	35.0	35.0
Arc	0	58	45.04	45.04	45.04
Arc	0	59	35.06	35.06	35.06
Arc	0	60	45.28	45.28	45.28
Arc	0	61	22.36	22.36	22.36
Arc	0	62	18.03	18.03	18.03
Arc	0	63	14.14	14.14	14.14
Arc	0	64	21.54	21.54	21.54
Arc	0	65	12.81	12.81	12.81
Arc	0	66	16.55	16.55	16.55
Arc	0	67	12.21	12.21	12.21
Arc	0	68	20.62	20.62	20.62
Arc	0	69	15.81	15.81	15.81
Arc	0	70	58.52	58.52	58.52
Arc	0	71	57.01	57.01	57.01
Arc	0	72	23.85	23.85	23.85
Arc	0	73	55.71	55.71	55.71
Arc	0	74	19.85	19.85	19.85
Arc	0	75	15.81	15.81	15.81
Arc	0	76	52.2	52.2	52.2
Arc	0	77	52.0	52.0	52.0
Arc	0	78	50.29	50.29	50.29
Arc	0	79	51.08	51.08	51.08
Arc	0	100	38.08	38.08	38.08
Arc	0	80	51.48	51.48	51.48
Arc	0	81	47.43	47.43	47.43
Arc	0	82	35.36	35.36	35.36
Arc	0	83	32.39	32.39	32.39
Arc	0	84	31.05	31.05	31.05
Arc	0	85	29.73	29.73	29.73
Arc	0	86	26.48	26.48	26.48
Arc	0	87	25.5	25.5	25.5
Arc	1	88	21.54	21.54	21.54
Arc	1	89	20.59	20.59	20.59
Arc	1	90	19.85	19.85	19.85
Arc	1	91	17.0	17.0	17.0
Arc	1	92	27.8	27.8	27.8
Arc	1	93	26.25	26.25	26.25
Arc	1	94	24.41	24.41	24.41
Arc	1	95	20.81	20.81	20.81
Arc	1	96	19.21	19.21	19.21
Arc	1	97	22.67	22.67	22.67
Arc	1	10	10.2	10.2	10.2
Arc	1	98	14.76	14.76	14.76
Arc	1	11	10.05	10.05	10.05
Arc	1	99	15.62	15.62	15.62
Arc	1	12	26.25	26.25	26.25
Arc	1	13	24.04	24.04	24.04
Arc	1	14	28.6	28.6	28.6
Arc	1	15	27.73	27.73	27.73
Arc	1	16	30.23	30.23	30.23
Arc	1	17	27.89	27.89	27.89
Arc	1	18	30.81	30.81	30.81
Arc	1	19	32.31	32.31	32.31
Arc	1	2	2.0	2.0	2.0
Arc	1	3	3.61	3.61	3.61
Arc	1	4	3.0	3.0	3.0
Arc	1	5	4.24	4.24	4.24
Arc	1	6	5.1	5.1	5.1
Arc	1	7	5.39	5.39	5.39
Arc	1	8	7.0	7.0	7.0
Arc	1	9	7.28	7.28	7.28
Arc	1	20	23.43	23.43	23.43
Arc	1	21	21.93	21.93	21.93
Arc	1	22	23.35	23.35	23.35
Arc	1	23	21.4	21.4	21.4
Arc	1	24	26.91	26.91	26.91
Arc	1	25	25.61	25.61	25.61
Arc	1	26	23.85	23.85	23.85
Arc	1	27	27.2	27.2	27.2
Arc	1	28	25.55	25.55	25.55
Arc	1	29	30.81	30.81	30.81
Arc	1	30	28.18	28.18	28.18
Arc	1	31	48.1	48.1	48.1
Arc	1	32	44.82	44.82	44.82
Arc	1	33	46.4	46.4	46.4
Arc	1	34	43.57	43.57	43.57
Arc	1	35	51.86	51.86	51.86
Arc	1	36	46.14	46.14	46.14
Arc	1	37	51.31	51.31	51.31
Arc	1	38	53.0	53.0	53.0
Arc	1	39	50.54	50.54	50.54
Arc	1	40	39.29	39.29	39.29
Arc	1	41	37.36	37.36	37.36
Arc	1	42	37.95	37.95	37.95
Arc	1	43	35.11	35.11	35.11
Arc	1	44	40.16	40.16	40.16
Arc	1	45	40.85	40.85	40.85
Arc	1	46	39.0	39.0	39.0
Arc	1	47	36.25	36.25	36.25
Arc	1	48	41.63	41.63	41.63
Arc	1	49	37.12	37.12	37.12
Arc	1	50	40.71	40.71	40.71
Arc	1	51	42.94	42.94	42.94
Arc	1	52	38.59	38.59	38.59
Arc	1	53	63.01	63.01	63.01
Arc	1	54	58.08	58.08	58.08
Arc	1	55	53.08	53.08	53.08
Arc	1	56	63.2	63.2	63.2
Arc	1	57	53.24	53.24	53.24
Arc	1	58	63.39	63.39	63.39
Arc	1	59	53.46	53.46	53.46
Arc	1	60	63.79	63.79	63.79
Arc	1	61	38.33	38.33	38.33
Arc	1	62	33.38	33.38	33.38
Arc	1	63	28.44	28.44	28.44
Arc	1	64	38.12	38.12	38.12
Arc	1	65	28.16	28.16	28.16
Arc	1	66	33.06	33.06	33.06
Arc	1	67	28.07	28.07	28.07
Arc	1	68	38.0	38.0	38.0
Arc	1	69	33.0	33.0	33.0
Arc	1	70	62.8	62.8	62.8
Arc	1	71	59.91	59.91	59.91
Arc	1	72	38.83	38.83	38.83
Arc	1	73	60.44	60.44	60.44
Arc	1	74	33.96	33.96	33.96
Arc	1	75	3.0	3.0	3.0
Arc	1	76	55.8	55.8	55.8
Arc	1	77	57.38	57.38	57.38
Arc	1	78	54.2	54.2	54.2
Arc	1	79	56.64	56.64	56.64
Arc	1	100	19.72	19.72	19.72
Arc	1	80	58.73	58.73	58.73
Arc	1	81	51.86	51.86	51.86
Arc	1	82	32.7	32.7	32.7
Arc	1	83	29.97	29.97	29.97
Arc	1	84	26.93	26.93	26.93
Arc	1	85	24.35	24.35	24.35
Arc	1	86	24.7	24.7	24.7
Arc	1	87	23.85	23.85	23.85
Arc	2	88	22.36	22.36	22.36
Arc	2	89	21.63	21.63	21.63
Arc	2	90	21.21	21.21	21.21
Arc	2	91	18.03	18.03	18.03
Arc	2	92	26.63	26.63	26.63
Arc	2	93	25.0	25.0	25.0
Arc	2	94	23.32	23.32	23.32
Arc	2	95	19.72	19.72	19.72
Arc	2	96	18.03	18.03	18.03
Arc	2	97	21.21	21.21	21.21
Arc	2	10	10.77	10.77	10.77
Arc	2	98	13.93	13.93	13.93
Arc	2	11	10.05	10.05	10.05
Arc	2	99	14.14	14.14	14.14
Arc	2	12	25.0	25.0	25.0
Arc	2	13	23.54	23.54	23.54
Arc	2	14	27.46	27.46	27.46
Arc	2	15	26.93	26.93	26.93
Arc	2	16	29.15	29.15	29.15
Arc	2	17	27.46	27.46	27.46
Arc	2	18	30.41	30.41	30.41
Arc	2	19	31.62	31.62	31.62
Arc	2	3	5.0	5.0	5.0
Arc	2	4	3.61	3.61	3.61
Arc	2	5	5.83	5.83	5.83
Arc	2	6	5.1	5.1	5.1
Arc	2	7	6.4	6.4	6.4
Arc	2	8	7.28	7.28	7.28
Arc	2	9	7.0	7.0	7.0
Arc	2	20	25.0	25.0	25.0
Arc	2	21	23.43	23.43	23.43
Arc	2	22	24.76	24.76	24.76
Arc	2	23	22.67	22.67	22.67
Arc	2	24	28.28	28.28	28.28
Arc	2	25	26.91	26.91	26.91
Arc	2	26	25.0	25.0	25.0
Arc	2	27	28.43	28.43	28.43
Arc	2	28	26.63	26.63	26.63
Arc	2	29	32.02	32.02	32.02
Arc	2	30	29.15	29.15	29.15
Arc	2	31	49.5	49.5	49.5
Arc	2	32	46.1	46.1	46.1
Arc	2	33	47.63	47.63	47.63
Arc	2	34	44.65	44.65	44.65
Arc	2	35	53.15	53.15	53.15
Arc	2	36	47.17	47.17	47.17
Arc	2	37	52.43	52.43	52.43
Arc	2	38	54.08	54.08	54.08
Arc	2	39	51.48	51.48	51.48
Arc	2	40	41.23	41.23	41.23
Arc	2	41	39.29	39.29	39.29
Arc	2	42	39.85	39.85	39.85
Arc	2	43	37.0	37.0	37.0
Arc	2	44	42.06	42.06	42.06
Arc	2	45	42.72	42.72	42.72
Arc	2	46	40.85	40.85	40.85
Arc	2	47	38.08	38.08	38.08
Arc	2	48	43.46	43.46	43.46
Arc	2	49	38.91	38.91	38.91
Arc	2	50	42.49	42.49	42.49
Arc	2	51	44.72	44.72	44.72
Arc	2	52	40.31	40.31	40.31
Arc	2	53	65.01	65.01	65.01
Arc	2	54	60.07	60.07	60.07
Arc	2	55	55.08	55.08	55.08
Arc	2	56	65.19	65.19	65.19
Arc	2	57	55.23	55.23	55.23
Arc	2	58	65.38	65.38	65.38
Arc	2	59	55.44	55.44	55.44
Arc	2	60	65.76	65.76	65.76
Arc	2	61	40.31	40.31	40.31
Arc	2	62	35.36	35.36	35.36
Arc	2	63	30.41	30.41	30.41
Arc	2	64	40.11	40.11	40.11
Arc	2	65	30.15	30.15	30.15
Arc	2	66	35.06	35.06	35.06
Arc	2	67	30.07	30.07	30.07
Arc	2	68	40.0	40.0	40.0
Arc	2	69	35.0	35.0	35.0
Arc	2	70	64.03	64.03	64.03
Arc	2	71	61.03	61.03	61.03
Arc	2	72	40.79	40.79	40.79
Arc	2	73	61.72	61.72	61.72
Arc	2	74	35.9	35.9	35.9
Arc	2	75	5.0	5.0	5.0
Arc	2	76	57.01	57.01	57.01
Arc	2	77	58.73	58.73	58.73
Arc	2	78	55.44	55.44	55.44
Arc	2	79	58.0	58.0	58.0
Arc	2	100	18.03	18.03	18.03
Arc	2	80	60.21	60.21	60.21
Arc	2	81	53.15	53.15	53.15
Arc	2	82	33.54	33.54	33.54
Arc	2	83	30.89	30.89	30.89
Arc	2	84	27.73	27.73	27.73
Arc	2	85	25.08	25.08	25.08
Arc	2	86	25.81	25.81	25.81
Arc	2	87	25.0	25.0	25.0
Arc	3	88	23.77	23.77	23.77
Arc	3	89	22.47	22.47	22.47
Arc	3	90	21.1	21.1	21.1
Arc	3	91	18.97	18.97	18.97
Arc	3	92	31.4	31.4	31.4
Arc	3	93	29.83	29.83	29.83
Arc	3	94	28.02	28.02	28.02
Arc	3	95	24.41	24.41	24.41
Arc	3	96	22.8	22.8	22.8
Arc	3	97	26.17	26.17	26.17
Arc	3	10	7.0	7.0	7.0
Arc	3	98	18.36	18.36	18.36
Arc	3	11	7.62	7.62	7.62
Arc	3	99	19.1	19.1	19.1
